X,Y,OBJECTID,ASSET_ADDR,ASSET_NAME,OPA_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,ASSET_ID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,BUILDINGID,SECONDARYSITE_ID,PRIMARYSITE_ID,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,SITE_ACRES,SERVING_TYPE,EDITNOTE1,EDITDATE,EDITSOURCE,EDITOR,NOT_PUBLIC,STATUS
-75.213271349671,40.0215592803808,2641,3901 TERRACE ST,Wissahickon Neighbors Playground Play Equipment,3901 TERRACE ST,Wissahickon Neighbors Playground,,,2772,,A11,A11.3,B2,C42,,,,4448,Playground Equipment,Y,Owned,Public use,PPR,784452000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2132399770632,40.049430839279,2642,1100 LIVEZEY LA,Glen Fern,,Wissahickon Valley Park,,,2845,,A11,,B1,C21,,1222443,, 4455,Historic House\Site,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1954674886533,39.972600288381,2643,3400 W GIRARD AVE,Solitude ,3400 W GIRARD AVE,Philadelphia Zoo,17826E,,1753,,A18,,B1,C21,,1511364,,4440,Historic House\Site,Y,Owned,ZOO,ZOO,783172300,CITY OF PHILA,,C,,2012/06/06 00:00:00+00,"D. Brisbee, Zoo per MDO request",mw,N,A
-75.1980528336049,40.0041324833355,2644,3250 CHAMOUNIX DR,Chamounix Shed,,West Fairmount Park,,,1522,,A11,,B4,C65,,,,4440,Shed,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1903217309834,39.9724075558654,2645,KELLY DR,The Puritan,,East Fairmount Park,,,3241,,A11,,B4,C64,,,,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.0810152960561,40.0740236457823,2646,700 RHAWN ST,Fox Chase Playground Street Hockey Rink 1,700 RHAWN ST,Fox Chase Playground Recreation Center,,,2886,,A11,A11.3,B2,C88,,,,10220820,Street Hockey Court\Rink,N,Lessee,Public use,PPR,786455000,SCHOOL DISTRICT OF PHILA,,C,On PSD property. DPP documents labeled as leased.  Need to verify as lease.,2013/02/15 00:00:00+00,DPP and PPR (8/28/2012),vm,N,A
-75.0700192355751,40.0389199499731,2647,1601 HELLERMAN ST,Max Myers Playground Field Building,1601 HELLERMAN ST,Max Myers Playground,,,1553,,A11,A11.3,B1,C49,,1286928,,4291,Recreation Building,Y,Owned,PPR,PPR,786186150,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2257296906389,39.9528447490635,2648,5100 PINE ST,Malcolm X Memorial Park Playground Equipment,5100 PINE ST,Malcolm X Memorial Park,,,2439,,A11,A11.3,B2,C42,,,,4274,Playground Equipment,Y,Owned,Public use,PPR,783420700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2163659286722,39.8923284062103,2649,7990 PENROSE FERRY RD,Biosolids Recycling Center,7990 PENROSE FERRY RD,Biosolids Recycling Center,28068E,,164,,A15,,B1,C75,,1420452,,10545995,Waste Water Processing Facility,Y,Owned,PWD,PWD/Synagro,783417300,CITY OF PHILA,57.04336547,M,Part of site is leased by Synagro,2012/05/29 00:00:00+00,Dept per MDO request,mw,N,A
-75.1468747617871,40.015315617806,2650,4101 OLD YORK RD,Logan House,4101 OLD YORK RD,Hunting Park,17022E,,1052,,A11,,B1,C21,,1184806,,4234,Historic House\Site,Y,Owned,Public use,PPR,785372000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.172117358484,39.9497400150524,2651,1800 WALNUT ST,Rittenhouse Square Park,1800 WALNUT ST,Rittenhouse Square,17422E,,977,,A11,A11.2,B3,C61,,,,4370,Square\Plaza,Y,Owned,Public use,PPR,782609600,CITY OF PHILA,7.332931,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.9726011040198,40.0965868269892,2652,3500 ACADEMY RD,Fitzpatrick Playground Street Hockey Rink,3500 ACADEMY RD,Fitzpatrick Playground,,,2236,,A11,A11.3,B2,C88,,,,4165,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786001800,SCHOOL DISTRICT OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2378910145082,40.0406079398583,2653,340 DOMINO LN,TV Broadcasting Studio,340 DOMINO LN,TV Broadcasting Studio,,,3146,,A19,,B1,C34,,1129965,,10535574,Multi-Use\Office Building,Y,Lessor,"Fox Television Stations, Inc.",,884630420,CITY OF PHILA,3.54651056,M,Lease expires in 2016,2015/10/13 00:00:00+00,DPP leased properties,nf,N,A
-75.2247150654418,40.0395347324293,2654,6630 RIDGE AVE,Fuel Site 029,6630 RIDGE AVE,Police 5th District & Ladder 30 & Fuel Site 029 & Fuel Site 347,25029E,,707,,A15,,B2,C82,,,,10290162,Fuel Pump,Y,Owned,FLEET,FLEET,784378300,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-74.9927334521895,40.0534991432793,2655,4800 GRANT AVE,Convent Lane Residence Building,4800 GRANT AVE,Fluehr Park,17205E,,186,,A11,,B1,C21,,1299361,,4166,Historic House\Site,Y,Owned,Public use,PPR,786166100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.9927477268784,40.0781474775772,2656,3299 MORRELL AVE,Fairmount Drainage Right Of Way 2,3299 MORRELL AVE,Fairmount Drainage Right Of Way,,,1641,,A11,A11.2,B3,C36,,,0153,4152,Neighborhood Park,Y,Owned,Public use,PPR,661134810,CITY OF PHILA,3.44430661,C,,2011/08/02 00:00:00+00,PPR,,N,A
-74.9895958291243,40.0430390258516,2657,9201 N DELAWARE AVE,Pleasant Hill Park,,Pleasant Hill Park,,,3086,,A11,A11.3,B3,C36,,,,4355,Neighborhood Park,Y,Owned,PPR,PPR,,,2.97317,C,No OPA parcel,2015/09/26 00:00:00+00,PPR Data,nf,N,A
-74.9812263069671,40.0670011260063,2658,10501 KNIGHTS RD,Poquessing Creek Park (7),10501 KNIGHTS RD,Poquessing Creek Park,,,1638,,A11,,B3,C79,,,0224,4358,Watershed\Conservation Park,Y,Owned,Public use,PPR,662215010,CITY OF PHILA,13.00310802,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2495991222739,39.8736371100418,2659,ISLAND AVE AND ROUTE 291,PHL - Terminal Building A,,PHL,42102E,,1331,,A1,,B1,C2,,,,,Airport Terminal\Hanger,Y,Owned,PHL,PHL,,,,M,Outtside of City Boundary,2011/04/12 00:00:00+00,,,N,A
-75.1903651088449,39.9359966915006,2660,1345-49 S 28TH ST,Parking Lot - 2799 W Reed St,1345-49 S 28TH ST,Parking Lot - 2799 W Reed St,20418E,,3,,A17,,B3,C39,,,,1012784,Parking Lot,Y,Owned,PPA,PPA,362137505,CITY OF PHILA,0.22644628,C,Same as PPA facility at 1345 S 28TH St,2011/06/21 00:00:00+00,PPA doc to PCPC,,N,A
-75.1947707255225,39.9394695211545,2661,3023 GRAYS FERRY AVE,Fuel Site 326,3023 GRAYS FERRY AVE,Fire Engine 47 & Fuel Site 326,25325E,,265,,A15,,B2,C82,,,,10282851,Fuel Pump,Y,Owned,FLEET,FLEET,782206500,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.1893022020197,39.9963142045696,2662,2499 STRAWBERRY MANSION BRIDGE DR,Robin Hood Dell East Amphitheater,,East Fairmount Park,,,1845,,A11,,B3,C63,,,,4145,Stage\Stands,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1427813121857,39.9443961936825,2663,DELAWARE AVE AND SPRUCE ST,I-95 Park Utilities Bldg 2,,Foglietta Plaza,,,1418,,A11,,B1,C17,,,0160,4235,Garage\Maintenance Building,Y,Owned,PPR,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1512516611169,39.9898321432091,2664,2400 N 11TH ST,Fotteral Square Basketball Court,2400 N 11TH ST,Fotteral Square,,,2246,,A11,A11.3,B2,C4,,,,4169,Basketball Court,Y,Owned,Public use,PPR,371193501,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1667545523175,39.955549086614,2665,110 N 16TH ST,Cret Park,110 N 16TH ST,Cret Park,,,2821,,A11,A11.2,B3,C30,,,0139,4058,Linear Park\Parkway,Y,Lessor,Cret Park Cafe,PPR,782658201,CITY OF PHILA,1.112396,C,,2018/08/28 00:00:00+00,PPR Data,rdq,N,A
-75.1418513783766,40.0189931053627,2666,4101 OLD YORK RD,Hunting Park Basketball Court 4,4101 OLD YORK RD,Hunting Park,,,2349,,A11,A11.3,B2,C4,,,,4234,Basketball Court,Y,Owned,Public use,PPR,785372000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1335121167927,39.9786514798738,2667,FRONT & BERKS STS,Market Frankford El Station - Berks,,Market Frankford El Station - Berks,20210E,,1300,,A17,,B4,C71,,,,,Transit Station,Y,Owned,SEPTA,SEPTA,,,,C,Confirmed by DPP 4/20/12,2012/05/16 00:00:00+00,"DPP, Mayor's Task Force data request meeting",mw,N,A
-75.1233789969434,39.983769186556,2668,2150-72 E HUNTINGDON ST,"Black, Coyle & Mcbride Playground",2150-72 E HUNTINGDON ST,"Black, Coyle & Mcbride Playground",,,1820,,A11,A11.3,B3,C50,D11,,,10370893,Recreation Center,Y,Owned,Public use,PPR,786214800,CITY OF PHILA,1.08222794,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1128121733522,39.9893502135441,2669,3001 MARTHA ST,Parking Lot - 3001-55 Martha St,3001 MARTHA ST,Parking Lot - 3001-55 Martha St,20403E,,627,,A17,,B3,C39,,,,1099289,Parking Lot,Y,Owned,Public use,PPA,252423201,CITY OF PHILA,0.63071626,C,,2011/06/21 00:00:00+00,DPP Fixed Asset List,,N,A
-75.1092576290442,40.0325717628249,2670,5153 E TABOR RD,Garland and Bingham Playground Basketball Court 2,5153 E TABOR RD,Garland and Bingham Playground,,,2272,,A11,A11.3,B2,C4,,,,4406,Basketball Court,Y,Owned,Public use,PPR,351324201,CITY OF PHILADELPHIA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1711641333121,39.9418591821795,2671,740 S 17TH ST,Marian Anderson Recreation Center Building,740 S 17TH ST,Marian Anderson Recreation Center,16103E,,272,,A11,A11.3,B1,C49,,1488553,,10371285,Recreation Building,Y,Owned,PPR,PPR,782693350,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0950613952025,40.0497935887819,2672,6411 RISING SUN AVE,Parking Lot - 6411 Rising Sun Ave,6411 RISING SUN AVE,Parking Lot - 6411 Rising Sun Ave,20450E,,119,,A17,,B3,C39,,,,10232504,Parking Lot,Y,Owned,Public use,PPA,353254712,CITY OF PHILA,0.14033517,C,<Null>,2011/06/21 00:00:00+00,PPA doc to PCPC,,N,A
-75.0943717201095,40.0280253204868,2673,802 E GODFREY AVE,Houseman Playground Street Hockey Court,802 E GODFREY AVE,Houseman Playground,,,2331,,A11,A11.3,B2,C88,,,,4230,Street Hockey Court\Rink,Y,Owned,Public use,PPR,786161300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.076002742919,40.0564406528477,2674,1400 COTTMAN AVE,Jardel Recreation Center Basketball Court,1400 COTTMAN AVE,Jardel Recreation Center,,,2380,,A11,A11.3,B2,C4,,,,4239,Basketball Court,Y,Owned,Public use,PPR,786082100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2344077777004,39.9487193269787,2675,728 S 55TH ST,Christy Recreation Center,728 S 55TH ST,Christy Recreation Center,,,1829,,A11,A11.3,B3,C50,D18,,,4090,Recreation Center,Y,Owned,Public use,PPR,783752400,CITY OF PHILA,3.16387796,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2331507061053,39.9187256639591,2676,2528 HOBSON ST,Buist Park,2528 HOBSON ST,Buist Park,16140E,,8,,A11,A11.2,B3,C36,,,,4071,Neighborhood Park,Y,Owned,Public use,PPR,783216800,CITY OF PHILA,1.10667002,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1913685436121,39.9745422506815,2677,KELLY DR,Samuel Memorial & Fountain,,East Fairmount Park,17275E,,1295,,A11,,B4,C16,,,,4145,Fountain,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2373726662455,39.9061824077586,2678,7401 LINDBERGH BLVD,Eastwick Park Fields,7401 LINDBERGH BLVD,Eastwick Park,,,2196,,A11,A11.3,B3,C87,,,,4147,Baseball Field,Y,Owned,Public use,PPR,783272800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0428866384946,40.0218384230494,2679,6701 KEYSTONE ST,Disston Park,6701 KEYSTONE ST,Disston Park,16222E,,170,,A11,A11.2,B3,C36,,,,4133,Neighborhood Park,Y,Owned,Public use,PPR,411463110,CITY OF PHILA,23.49995231,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0122533144636,40.031149138004,2680,8201 STATE RD,Pennypack on the Delaware Maintenance Building,8201 STATE RD,Pennypack Creek Park,,,1543,,A11,,B1,C17,,1234522,,4346,Garage\Maintenance Building,Y,Owned,PPR,PPR,786505000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0076200396138,40.1230536404639,2681,13024 STEVENS RD,Daniel Boyle Recreation Center Playground Equipment,13024 STEVENS RD,Daniel Boyle Recreation Center,,,2159,,A11,A11.3,B2,C42,,, ,4066,Playground Equipment,Y,Owned,Public use,PPR,786512900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0013915091858,40.0361513347244,2682,5200 PENNYPACK DR,Philadelphia Fire Academy Campus,8401 STATE RD,Philadelphia Fire Academy,13110E,,2976,,A13,,B3,C48,D4,,,10440714,Public Safety Training Center,Y,Owned,FIRE,DPP,786505100,PHILA MUNICIPAL AUTH,3.5999999,M,Acreage measured in GIS (subtracted from Police Academy parcel),2012/09/27 00:00:00+00,Dept per MDO request. PICA 2007 sqft,mw,N,A
-75.265303939792,39.9668113227396,2683,7902 LANSDOWNE AVE,Cobbs Creek Golf Course Shed 1,,Cobbs Creek Golf Course & Driving Range,,,1431,,A11,,B4,C65,,1540978,0133,4106,Shed,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1068085434458,39.9992372089209,2684,3455 KENSINGTON AVE,Harrowgate Park Playground Equipment,3455 KENSINGTON AVE,Harrowgate Park,,,2299,,A11,A11.3,B2,C42,,,,4208,Playground Equipment,Y,Owned,Public use,PPR,786243700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1014999029085,39.9865254075228,2685,3267-81 ALMOND ST,Frank Glavin Playground Basketball Court,3267-81 ALMOND ST,Frank Glavin Playground,,,2262,,A11,A11.3,B2,C4,,,,10519872,Basketball Court,Y,Owned,Public use,PPR,786011800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0935386390307,40.0298190804031,2686,802 E GODFREY AVE,Houseman Playground Basketball Court,802 E GODFREY AVE,Houseman Playground,,,2333,,A11,A11.3,B2,C4,,,,4230,Basketball Court,Y,Owned,Public use,PPR,786161300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0841037156663,39.9910356812792,2687,3899 RICHMOND ST,Fuel Site 018,3899 RICHMOND ST,Garage 415 & Fuel Site 018,25018E,,1201,,A15,,B2,C82,,1017155,,10506064,Fuel Pump,Y,Owned,FLEET,FLEET,884463045,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.1688445674453,40.020244101862,2688,4600 MORRIS ST,Fernhill Park Basketball Court,4600 MORRIS ST,Fernhill Park,,,2222,,A11,A11.3,B2,C4,,,,4155,Basketball Court,Y,Owned,Public use,PPR,785353700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1606377910282,39.9329600299286,2689,1311-13 S 10TH ST,L&I Confiscation Warehouse,1311-13 S 10TH ST,L&I Confiscation Warehouse,,,1672,,A2,,B1,C73,,1457576,,10419092,Warehouse,N,Lessee,L&I,Lessor,884340335,PALLADINETTI STEPHEN J JR,0.071809,M,,2013/09/04 00:00:00+00,DPP Leases,mw,N,A
-75.1632234981183,39.9907181321006,2690,2413 N 19TH ST,2413 N 19th Street,2413 N 19TH ST,2413 N 19th Street,16026E,,947,,A11,A11.2,B3,C31,,,,1081207,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,162076801,CITY OF PHILA,0.024496,C,"Disrepair. Remenants of parklet, broken benches. Surfaces slopes deeply, unwalkable, fence posts no fencing.",2013/06/03 00:00:00+00,"PCPC survey, PPR review, OPA",vm,N,I
-75.1610986000046,40.0256320410638,2691,4650 GERMANTOWN AVE,Loudoun Park,4650 GERMANTOWN AVE,Loudoun Park,17429E,,1180,,A11,A11.2,B3,C36,,,,4268,Neighborhood Park,Y,Owned,Public use,PPR,785237600,CITY OF PHILA T/F U/W,7.31688499,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1538624760482,39.9222040584765,2692,2100 S 4TH ST,Fuel Site 111,2100 S 4TH ST,Fire Engine 53 / Ladder 27 & Fuel Site 111,25111E,,88,,A15,,B2,C82,,,,10460691,Fuel Pump,Y,Owned,FLEET,FLEET,781476100,CITY OF PHILA,,M,,2012/05/18 00:00:00+00,Dept per MDO request,mw,N,A
-75.1483352384481,39.9223460419903,2693,100 EMILY ST,100 Emily Street,100 EMILY ST,100 Emily Street,16245E,,526,,A11,A11.2,B3,C31,,,,10243651,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,781085400,CITY OF PHILA,0.015776,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.187032208674,39.9713409154989,2694,801 LEMON HILL DR,Lemon Hill Restrooms Building,,East Fairmount Park,,,1454,,A11,,B1,C55,,1082303,,4145,Restrooms,Y,Owned,Public use,PPR,,,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1351582973726,39.9783854980164,2695,1832-50 N HOWARD ST,Towey Playground,1832-50 N HOWARD ST,Towey Playground,,,1964,,A11,A11.3,B3,C50,D18,,,4416,Recreation Center,Y,Owned,Public use,PPR,781166800,CITY OF PHILA,1.451972,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1379352797131,40.0010546194544,2696,3201 N 5TH ST,Rivera Recreation Center Basketball Court,3201 N 5TH ST,Rivera Recreation Center,,,2613,,A11,A11.3,B2,C4,,,,4371,Basketball Court,Y,Owned,Public use,PPR,786672100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.0925067419585,40.0214778025582,2697,1010 ARROTT ST,Simpson Playground Pool,1010 ARROTT ST,Simpson Playground,,,2669,,A11,A11.3,B4,C46,,,,4390,Pool,Y,Owned,PPR,PPR,786022900,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.076894054879,40.056714011529,2698,1400 COTTMAN AVE,Jardel Recreation Center Tennis Court,1400 COTTMAN AVE,Jardel Recreation Center,,,2377,,A11,A11.3,B2,C67,,,,4239,Tennis Court,Y,Owned,Public use,PPR,786082100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.150753075509,39.9896434876972,2699,2400 N 11TH ST,Fotteral Square Playground Equipment,2400 N 11TH ST,Fotteral Square,,,2247,,A11,A11.3,B2,C42,,,,4169,Playground Equipment,Y,Owned,Public use,PPR,371193501,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-74.972764918013,40.0960454247898,2700,3500 ACADEMY RD,Fitzpatrick Playground,3500 ACADEMY RD,Fitzpatrick Playground,,,1983,,A11,A11.3,B3,C50,D18,,,4165,Recreation Center,Y,Owned,Public use,PPR,786001800,SCHOOL DISTRICT OF PHILA,5.22683095,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2573818157277,39.9838013595187,2701,6600 CITY AVE,Guard Box at Morris Park,6600 CITY AVE,Cobbs Creek Park & Rec Center,,,1476,,A11,,B1,C21,,,,4106,Historic House\Site,Y,Owned,PPR,PPR,783096650,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2404702304879,39.9820109695934,2702,5901-29 W COLUMBIA AVE,Tustin Playground,5901-29 W COLUMBIA AVE,Tustin Playground,,,1965,,A11,A11.3,B3,C50,D18,,,4420,Recreation Center,Y,Owned,Public use,PPR,783098800,CITY OF PHILA,4.33307409,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2333400288976,39.9952254976681,2703,5325 OVERBROOK AVE,John C. Anderson Cultural Center Building,5325 OVERBROOK AVE,John C. Anderson Cultural Center,16102E,,516,,A11,A11.3,B3,C50,,1499849,,10125629,Recreation Center,Y,Owned,PPR,PPR,783379905,CITY OF PHILA,,C,"No playground, limited outdoor activities.",2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2320732733904,39.9151379938045,2704,6801 GROVERS AVE,James Finnegan Playground Play Equipment,6801 GROVERS AVE,James Finnegan Playground,,,2372,,A11,A11.3,B2,C42,,,,4237,Playground Equipment,Y,Owned,Public use,PPR,783185100,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2279326139847,39.9349289726222,2705,5800 CHESTER AVE,Franics J. Myers Recreation Center Equipment,5800 CHESTER AVE,Franics J Meyers Recreation Center,,,2253,,A11,A11.3,B2,C42,,,,10350243,Playground Equipment,Y,Owned,Public use,PPR,783092500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1524758126973,40.0243136178436,2706,4600 N 16TH ST,Stenton Park Playground Play Equipment,4600 N 16TH ST,Stenton Park Playground,,,2681,,A11,A11.3,B2,C42,,,,4400,Playground Equipment,Y,Owned,Public use,PPR,785673300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.146262885926,39.988488094689,2707,800 W CUMBERLAND ST,Danny Boyle Park,800 W CUMBERLAND ST,Daniel Boyle Park,16596E,,1197,,A11,A11.2,B3,C36,,,,10504179,Neighborhood Park,Y,Owned,Public use,PPR,785137405,SCHOOL DISTRICT,0.35155498,C,Also 16112E. Formerly Vandergrift Park,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1457777685478,39.9346890138352,2708,101-31 CARPENTER ST,Shot Tower Playground Play Equipment,101-31 CARPENTER ST,Shot Tower Playground,,,2659,,A11,A11.3,B2,C42,,,,4387,Playground Equipment,Y,Owned,Public use,PPR,781041800,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1432691036309,40.0159268412589,2709,4101 OLD YORK RD,Hunting Park Playground Equipment,4101 OLD YORK RD,Hunting Park,,,2942,,A11,A11.3,B2,C42,,,,4234,Playground Equipment,Y,Owned,Public use,PPR,785372000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1684986924116,40.0445829478763,2710,5826 MC MAHON AVE,Waterview Recreation Center Athletic Field,5826 MC MAHON AVE,Waterview Recreation Center,,,2754,,A11,A11.3,B3,C87,,,,4435,Baseball Field,Y,Owned,Public use,PPR,784246500,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1698826882034,39.9586069999875,2711,200 N 18TH ST,Vine Street Cover,200 N 18TH ST,Logan Square,,,2816,,A11,A11.2,B3,C30,,,0254,4058,Linear Park\Parkway,Y,Owned,Public use,PPR,782697700,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2557671846363,39.9736760574268,2712,104 COBBS CREEK PKWY,Cobbs Creek Park Field,6801 HAVERFORD AVE,Cobbs Creek Park & Rec Center,,,2127,,A11,A11.3,B3,C87,,,,4106,Baseball Field,Y,Owned,Public use,PPR,783211000,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.2314761497516,40.069019493219,2713,8601 WISSAHICKON AVE,Houston Playground Volleyball Court,8601 WISSAHICKON AVE,Houston Playground,,,2340,,A11,A11.3,B2,C85,,,, 4455,Volleyball Court,Y,Owned,Public use,PPR,784484750,FAIRMOUNT PARK COMM,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1937438694734,39.9331314222612,2714,1600 S 29TH ST,Lanier Playground,1600 S 29TH ST,Lanier Playground,16373E,,407,,A11,A11.3,B3,C50,D11,,,4261,Recreation Center,Y,Owned,Public use,PPR,782836000,CITY OF PHILA,4.10438489,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1906576125487,39.9734328759871,2715,KELLY DR,Ploughman,,East Fairmount Park,,,3240,,A11,,B4,C64,,,,4145,Statue\Monument,Y,Owned,Public use,PPR,,,,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
-75.1914046203345,40.0354419873236,2716,6331 WISSAHICKON AVE,Ruin behind Kelter House,6331 WISSAHICKON AVE,Wissahickon Valley Park,,,2868,,A11,,B1,C21,,,, 4455,Historic House\Site,Y,Owned,PPR,PPR,784484650,FAIRMOUNT PARK COMM,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1783577887945,39.9782239487175,2717,1401-55 N 27TH ST,Athletic Recreation Center Play Equipment,1401-55 N 27TH ST,Athletic Recreation Center,,,2035,,A11,A11.3,B2,C42,,,,4034,Playground Equipment,Y,Owned,Public use,PPR,782820300,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1802193650986,39.998982054615,2718,2700-2748 CHALMERS AVE,29th & Chalmers Park Athletic Field,3001 W LEHIGH AVE,29th & Chalmers Park,,,2000,,A11,A11.3,B3,C3,,,,4009,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784223400,CITY OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1467118861541,39.931719158672,2719,108-10 TITAN ST,108-10 Titan Street,108-10 TITAN ST,108-10 Titan Street,16585E,,339,,A11,A11.2,B3,C31,,,,10305391,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,781404000,CITY OF PHILA,0.03081299,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,I
-75.1762383038607,40.0818464090158,2720,8500 PICKERING AVE,Dorthy Emanuel Recreation Center Athletic Field,8500 PICKERING AVE,Dorthy Emanuel Recreation Center,,,2187,,A11,A11.3,B3,C3,,,,10502321,Athletic Field\Soccer Field,Y,Owned,Public use,PPR,784362600,SCHOOL DISTRICT OF PHILA,,C,,2012/08/28 00:00:00+00,PPR Data,vm,N,A
-75.1720499884689,39.949660538086,2721,1800 WALNUT ST,Lion Crushing A Serpent,1800 WALNUT ST,Rittenhouse Square,,,3159,,A11,,B4,C64,,,,4370,Statue\Monument,Y,Owned,Public use,PPR,782609600,CITY OF PHILA,7.332931,C,,2015/10/22 00:00:00+00,PPR Data,nf,N,A
